County,TotalPop,IncomePerCap,Poverty,Id,%Poverty,cases,deaths,TotalCases,TotalDeaths,TotalCasesper100k,TotalDeathsper100k
"Jefferson County, Alabama",659460,4480386,3328.4,1436,0.50471598,7507867,126417,7507867,126417,75.07867,1.26417
"Jefferson County, Arkansas",71373,450338,628.2,1437,0.880164768,1041824,22928,1041824,22928,10.41824,0.22928
"Jefferson County, Colorado",564029,5498378,1056.4,1438,0.187295334,3745466,103776,3745466,103776,37.45466,1.03776
"Jefferson County, Florida",14085,71266,41.4,1439,0.293929712,167116,2773,167116,2773,1.67116,0.02773
"Jefferson County, Georgia",15954,68853,102.4,1440,0.641845305,224675,6962,224675,6962,2.24675,0.06962
"Jefferson County, Idaho",27410,86184,40.6,1441,0.148121124,261138,1703,261138,1703,2.61138,0.01703
"Jefferson County, Illinois",38358,264976,228.3,1442,0.595182231,363699,13908,363699,13908,3.63699,0.13908
"Jefferson County, Indiana",32293,177465,94.7,1443,0.293252408,243764,4100,243764,4100,2.43764,0.041
"Jefferson County, Iowa",17945,111845,57.9,1444,0.322652549,120454,1882,120454,1882,1.20454,0.01882
"Jefferson County, Kansas",18856,110872,32.8,1445,0.173949936,137561,1855,137561,1855,1.37561,0.01855
"Jefferson County, Kentucky",764378,5697355,3196.8,1446,0.418222398,7412254,118408,7412254,118408,74.12254,1.18408
"Jefferson County, Mississippi",7463,24256,99.7,1447,1.335923891,79771,2788,79771,2788,0.79771,0.02788
"Jefferson County, Missouri",222639,1143814,453.4,1448,0.203648058,2137397,21917,2137397,21917,21.37397,0.21917
"Jefferson County, Montana",11625,96672,30.4,1449,0.261505376,83709,387,83709,387,0.83709,0.00387
"Jefferson County, Nebraska",7276,75236,35.6,1450,0.489279824,57027,54,57027,54,0.57027,0.00054
"Jefferson County, New York",116567,622289,376,1451,0.322561274,248168,2145,248168,2145,2.48168,0.02145
"Jefferson County, Ohio",67349,527004,478.8,1452,0.710923696,359010,5680,359010,5680,3.5901,0.0568
"Jefferson County, Oklahoma",6270,56743,62.4,1453,0.995215311,49887,405,49887,405,0.49887,0.00405
"Jefferson County, Oregon",22707,136138,121.9,1454,0.53683886,200346,2630,200346,2630,2.00346,0.0263
"Jefferson County, Pennsylvania",44258,310870,191.9,1455,0.433593927,193482,4532,193482,4532,1.93482,0.04532
"Jefferson County, Tennessee",52887,216318,125.9,1456,0.23805472,509077,7737,509077,7737,5.09077,0.07737
"Jefferson County, Texas",254574,1724694,1477,1457,0.580184936,2310035,39997,2310035,39997,23.10035,0.39997
"Jefferson County, Washington",30524,214935,91.8,1458,0.300746953,35025,132,35025,132,0.35025,0.00132
"Jefferson County, West Virginia",55673,488839,165,1459,0.296373466,305176,3248,305176,3248,3.05176,0.03248
"Jefferson County, Wisconsin",84586,600360,192.2,1460,0.227224363,905498,7218,905498,7218,9.05498,0.07218
"Jefferson Davis County, Mississippi",11639,51995,94.6,1461,0.812784603,120356,3685,120356,3685,1.20356,0.03685
"Jefferson Davis Parish, Louisiana",31405,156930,144,1462,0.458525712,,,,,,
"Jefferson Parish, Louisiana",437038,3628019,2020.4,1463,0.462293897,,,,,,
"Jenkins County, Georgia",8929,30539,60.2,1464,0.674207638,109234,7125,109234,7125,1.09234,0.07125
"Jennings County, Indiana",27840,136122,87.5,1465,0.314295977,208556,5535,208556,5535,2.08556,0.05535
"Jerauld County, South Dakota",2034,38776,8.9,1466,0.437561455,38003,2002,38003,2002,0.38003,0.02002
"Jerome County, Idaho",23039,94671,88.5,1467,0.384131256,322439,2658,322439,2658,3.22439,0.02658
"Jersey County, Illinois",22215,164933,67.4,1468,0.303398605,228451,5695,228451,5695,2.28451,0.05695
"Jessamine County, Kentucky",51667,250122,162.4,1469,0.314320553,352533,4517,352533,4517,3.52533,0.04517
"Jewell County, Kansas",2963,47256,29.3,1470,0.988862639,18515,316,18515,316,0.18515,0.00316
"Jim Hogg County, Texas",5262,35526,51.9,1471,0.98631699,51207,1380,51207,1380,0.51207,0.0138
"Jim Wells County, Texas",41318,140511,169.1,1472,0.409264727,436483,10109,436483,10109,4.36483,0.10109
"Jo Daviess County, Illinois",22046,198781,44.8,1473,0.203211467,169895,2666,169895,2666,1.69895,0.02666
"Johnson County, Arkansas",26155,113117,130.9,1474,0.50047792,297312,2592,297312,2592,2.97312,0.02592
"Johnson County, Georgia",9800,62138,63.9,1475,0.652040816,127787,5625,127787,5625,1.27787,0.05625
"Johnson County, Illinois",12899,76072,111.1,1476,0.861307078,124843,1226,124843,1226,1.24843,0.01226
"Johnson County, Indiana",149359,668836,226.6,1477,0.151714995,1562995,51108,1562995,51108,15.62995,0.51108
"Johnson County, Iowa",144425,759214,511.7,1478,0.354301541,1681695,8481,1681695,8481,16.81695,0.08481
"Johnson County, Kansas",578797,5402577,784.6,1479,0.135557026,5197153,67303,5197153,67303,51.97153,0.67303
"Johnson County, Kentucky",23064,118049,138.6,1480,0.600936524,138589,1388,138589,1388,1.38589,0.01388
"Johnson County, Missouri",53941,200484,161.4,1481,0.29921581,434886,3426,434886,3426,4.34886,0.03426
"Johnson County, Nebraska",5200,47664,19.9,1482,0.382692308,55919,497,55919,497,0.55919,0.00497
"Johnson County, Tennessee",17846,101414,119.3,1483,0.668497142,256458,3267,256458,3267,2.56458,0.03267
"Johnson County, Texas",160173,736046,332.2,1484,0.207400748,1481789,23669,1481789,23669,14.81789,0.23669
"Johnson County, Wyoming",8562,66296,17.4,1485,0.203223546,56203,897,56203,897,0.56203,0.00897
"Johnston County, North Carolina",186308,585445,425.9,1486,0.228599953,1783382,20505,1783382,20505,17.83382,0.20505
"Johnston County, Oklahoma",11039,63125,56.2,1487,0.509104086,106257,1228,106257,1228,1.06257,0.01228
"Jones County, Georgia",28540,169665,81.2,1488,0.284512964,186532,3503,186532,3503,1.86532,0.03503
"Jones County, Iowa",20468,148870,47,1489,0.229626734,297842,4144,297842,4144,2.97842,0.04144
"Jones County, Mississippi",68328,270373,293.8,1490,0.429984779,878992,21483,878992,21483,8.78992,0.21483
"Jones County, North Carolina",9776,63227,80.4,1491,0.822422259,61906,2896,61906,2896,0.61906,0.02896
"Jones County, South Dakota",740,26526,10.8,1492,1.459459459,8463,2,8463,2,0.08463,0.00002
"Jones County, Texas",19969,132944,85.7,1493,0.429165206,329090,2787,329090,2787,3.2909,0.02787
"Josephine County, Oregon",84514,386865,306.1,1494,0.362188513,153675,2638,153675,2638,1.53675,0.02638
"Juab County, Utah",10694,40942,25.6,1495,0.239386572,98189,1117,98189,1117,0.98189,0.01117
"Juana Díaz Municipio, Puerto Rico",47952,120625,582.7,1496,1.215173507,,,,,,
"Judith Basin County, Montana",1965,28709,13.9,1497,0.707379135,8175,29,8175,29,0.08175,0.00029
"Juncos Municipio, Puerto Rico",39704,54642,302.8,1498,0.762643562,,,,,,
"Juneau City and Borough, Alaska",32434,254348,46.9,1499,0.144601344,,,,,,
"Juneau County, Wisconsin",26427,172256,99.7,1500,0.377265675,298014,1531,298014,1531,2.98014,0.01531
"Juniata County, Pennsylvania",24448,117741,68.2,1501,0.278959424,156940,5859,156940,5859,1.5694,0.05859
"Kalamazoo County, Michigan",259830,1616210,1068.8,1502,0.41134588,1621009,39764,1621009,39764,16.21009,0.39764
"Kalawao County, Hawaii",86,46024,12.7,1503,14.76744186,73,0,73,0,0.00073,0
"Kalkaska County, Michigan",17358,115007,87.2,1504,0.502362023,59852,1775,59852,1775,0.59852,0.01775
"Kanabec County, Minnesota",15948,105162,46.6,1505,0.292199649,100493,2457,100493,2457,1.00493,0.02457
"Kanawha County, West Virginia",187827,1460001,965.5,1506,0.514036853,1138711,29094,1138711,29094,11.38711,0.29094
"Kandiyohi County, Minnesota",42577,353642,137.2,1507,0.322239707,667979,5734,667979,5734,6.67979,0.05734
"Kane County, Illinois",529402,2633307,934.9,1508,0.176595479,6107631,114898,6107631,114898,61.07631,1.14898
"Kane County, Utah",7246,48642,22.3,1509,0.307756003,41022,294,41022,294,0.41022,0.00294
"Kankakee County, Illinois",110801,728900,495.6,1510,0.447288382,1450091,28778,1450091,28778,14.50091,0.28778
"Karnes County, Texas",15051,122375,72.6,1511,0.482359976,218725,3771,218725,3771,2.18725,0.03771
"Kauai County, Hawaii",71093,394739,138.2,1512,0.19439326,24125,88,24125,88,0.24125,0.00088
"Kaufman County, Texas",114852,454381,263.6,1513,0.229512764,1297823,18092,1297823,18092,12.97823,0.18092
"Kay County, Oklahoma",45173,264028,198.3,1514,0.438979036,402062,6233,402062,6233,4.02062,0.06233
"Kearney County, Nebraska",6547,61781,19.2,1515,0.29326409,74418,309,74418,309,0.74418,0.00309
"Kearny County, Kansas",3931,24232,13.2,1516,0.335792419,61666,1159,61666,1159,0.61666,0.01159
"Keith County, Nebraska",8129,80629,42.9,1517,0.527740189,61183,223,61183,223,0.61183,0.00223
"Kemper County, Mississippi",10082,32105,63.3,1518,0.627851617,111131,4507,111131,4507,1.11131,0.04507
"Kenai Peninsula Borough, Alaska",57961,419729,157.5,1519,0.271734442,,,,,,
"Kendall County, Illinois",122933,322808,59,1520,0.047993623,1157506,11763,1157506,11763,11.57506,0.11763
"Kendall County, Texas",40306,235628,36.6,1521,0.090805339,185882,4135,185882,4135,1.85882,0.04135
"Kenedy County, Texas",564,13705,24.8,1522,4.397163121,3141,359,3141,359,0.03141,0.00359
"Kennebec County, Maine",121289,851952,456.7,1523,0.37653868,237354,5086,237354,5086,2.37354,0.05086
"Kenosha County, Wisconsin",167886,975753,565.9,1524,0.337073967,1907929,32754,1907929,32754,19.07929,0.32754
"Kent County, Delaware",173145,866819,453.6,1525,0.261976956,1382282,36662,1382282,36662,13.82282,0.36662
"Kent County, Maryland",19666,163494,64.9,1526,0.330011187,123692,7252,123692,7252,1.23692,0.07252
"Kent County, Michigan",636376,3667359,1912.1,1527,0.300467019,5750717,80499,5750717,80499,57.50717,0.80499
"Kent County, Rhode Island",164012,1423034,287.8,1528,0.175474965,1283625,37956,1283625,37956,12.83625,0.37956
"Kent County, Texas",680,27515,17.9,1529,2.632352941,6092,97,6092,97,0.06092,0.00097
"Kenton County, Kentucky",163987,1210646,618.2,1530,0.376981102,1245756,16602,1245756,16602,12.45756,0.16602
"Keokuk County, Iowa",10223,106581,45.2,1531,0.442140272,89227,2130,89227,2130,0.89227,0.0213
"Kern County, California",878744,3311271,3435.6,1532,0.390967108,10591786,93392,10591786,93392,105.91786,0.93392
"Kerr County, Texas",50761,286728,128.8,1533,0.253738106,302423,5686,302423,5686,3.02423,0.05686
"Kershaw County, South Carolina",63734,347145,257.3,1534,0.403709166,684908,13434,684908,13434,6.84908,0.13434
"Ketchikan Gateway Borough, Alaska",13745,137290,42.8,1535,0.311385959,,,,,,
"Kewaunee County, Wisconsin",20378,111979,41.3,1536,0.202669546,277293,2826,277293,2826,2.77293,0.02826
"Keweenaw County, Michigan",2136,28775,64.3,1537,3.010299625,10720,193,10720,193,0.1072,0.00193
"Keya Paha County, Nebraska",720,28981,7.7,1538,1.069444444,3936,0,3936,0,0.03936,0
"Kidder County, North Dakota",2457,34455,6.9,1539,0.280830281,29280,853,29280,853,0.2928,0.00853
"Kimball County, Nebraska",3688,24011,11.4,1540,0.309110629,34385,450,34385,450,0.34385,0.0045
"Kimble County, Texas",4432,53653,44.5,1541,1.004061372,20940,621,20940,621,0.2094,0.00621
"King County, Texas",289,29918,3.5,1542,1.211072664,769,0,769,0,0.00769,0
"King County, Washington",2118119,18341947,4137.8,1543,0.195352575,9603566,252629,9603566,252629,96.03566,2.52629
"King George County, Virginia",25564,180190,29.9,1544,0.116961352,111088,1725,111088,1725,1.11088,0.01725
"King William County, Virginia",16329,122113,44.3,1545,0.271296466,69245,818,69245,818,0.69245,0.00818
"King and Queen County, Virginia",7052,51258,30.8,1546,0.43675553,26953,435,26953,435,0.26953,0.00435
"Kingfisher County, Oklahoma",15510,130566,31.9,1547,0.205673759,179667,1415,179667,1415,1.79667,0.01415
"Kingman County, Kansas",7576,92619,23.1,1548,0.304910243,62527,873,62527,873,0.62527,0.00873
"Kings County, California",150183,549996,529,1549,0.352236938,2528452,22463,2528452,22463,25.28452,0.22463
"Kings County, New York",2635121,23192645,15199.6,1550,0.576808427,,,,,,
"Kingsbury County, South Dakota",5000,66586,18.7,1551,0.374,61646,1268,61646,1268,0.61646,0.01268
"Kinney County, Texas",3631,21395,10.6,1552,0.291930598,24141,402,24141,402,0.24141,0.00402
"Kiowa County, Colorado",1368,23621,10.6,1553,0.774853801,6528,160,6528,160,0.06528,0.0016
"Kiowa County, Kansas",2524,24961,8.7,1554,0.344690967,22404,192,22404,192,0.22404,0.00192
"Kiowa County, Oklahoma",9127,71126,72.1,1555,0.789963844,65946,1249,65946,1249,0.65946,0.01249
"Kit Carson County, Colorado",7846,80506,32.3,1556,0.411674739,54482,1452,54482,1452,0.54482,0.01452
"Kitsap County, Washington",258903,1832144,562.9,1557,0.217417334,539385,6542,539385,6542,5.39385,0.06542
"Kittitas County, Washington",43726,215820,158.1,1558,0.361569775,230035,4960,230035,4960,2.30035,0.0496
"Kittson County, Minnesota",4384,61941,22.2,1559,0.506386861,34487,1545,34487,1545,0.34487,0.01545
"Klamath County, Oregon",66018,474248,378.6,1560,0.57347996,224256,2857,224256,2857,2.24256,0.02857
"Kleberg County, Texas",31540,99904,119.7,1561,0.379518072,268341,10038,268341,10038,2.68341,0.10038
"Klickitat County, Washington",21172,76045,45.4,1562,0.214434158,69346,1053,69346,1053,0.69346,0.01053
"Knott County, Kentucky",15690,88239,164.3,1563,1.047163799,95258,1448,95258,1448,0.95258,0.01448
"Knox County, Illinois",51374,387196,301.9,1564,0.587651341,482180,12259,482180,12259,4.8218,0.12259
"Knox County, Indiana",37763,223241,177.2,1565,0.46924238,338916,4712,338916,4712,3.38916,0.04712
"Knox County, Kentucky",31424,119237,288.1,1566,0.916815173,249217,2117,249217,2117,2.49217,0.02117
"Knox County, Maine",39700,305555,109,1567,0.274559194,46323,555,46323,555,0.46323,0.00555
"Knox County, Missouri",3976,44536,40,1568,1.006036217,20373,209,20373,209,0.20373,0.00209
"Knox County, Nebraska",8496,83287,36,1569,0.423728814,82366,608,82366,608,0.82366,0.00608
"Knox County, Ohio",60945,291656,170.4,1570,0.279596357,305226,4225,305226,4225,3.05226,0.04225
"Knox County, Tennessee",452286,3388208,1871.9,1571,0.413875291,4331717,42006,4331717,42006,43.31717,0.42006
"Knox County, Texas",3753,42119,28.7,1572,0.764721556,26934,1868,26934,1868,0.26934,0.01868
"Kodiak Island Borough, Alaska",13773,149338,52.8,1573,0.383358745,,,,,,
"Koochiching County, Minnesota",12776,105352,68.2,1574,0.5338134,65783,1272,65783,1272,0.65783,0.01272
"Kootenai County, Idaho",150128,734935,328.8,1575,0.219013109,1550207,15917,1550207,15917,15.50207,0.15917
"Kosciusko County, Indiana",78720,533267,215.5,1576,0.273755081,852496,9814,852496,9814,8.52496,0.09814
"Kossuth County, Iowa",15166,178286,62.6,1577,0.412765396,181426,3029,181426,3029,1.81426,0.03029
"Kusilvak Census Area, Alaska",8129,11693,39.1,1578,0.480993972,,,,,,
"La Crosse County, Wisconsin",117582,731562,407.5,1579,0.346566651,1351279,6366,1351279,6366,13.51279,0.06366
"La Paz County, Arizona",20477,193648,128.5,1580,0.62753333,233373,5806,233373,5806,2.33373,0.05806
"La Plata County, Colorado",54469,354048,99,1581,0.18175476,250235,2530,250235,2530,2.50235,0.0253
"La Salle County, Texas",7418,26268,8.2,1582,0.110541925,105775,2494,105775,2494,1.05775,0.02494
"LaGrange County, Indiana",38720,188166,75.1,1583,0.193956612,295431,6951,295431,6951,2.95431,0.06951
"LaMoure County, North Dakota",4106,73016,21.4,1584,0.521188505,54715,1838,54715,1838,0.54715,0.01838
"LaPorte County, Indiana",110839,737866,503.7,1585,0.454442931,952122,20776,952122,20776,9.52122,0.20776
"LaSalle County, Illinois",111151,775234,393.9,1586,0.354382777,1025509,27385,1025509,27385,10.25509,0.27385
"LaSalle Parish, Louisiana",14930,57945,72.4,1587,0.484929672,,,,,,
"Labette County, Kansas",20553,178600,147.6,1588,0.718143337,208013,2112,208013,2112,2.08013,0.02112
"Lac qui Parle County, Minnesota",6840,94789,28.8,1589,0.421052632,62435,1262,62435,1262,0.62435,0.01262
"Lackawanna County, Pennsylvania",211960,1561151,997.4,1590,0.470560483,1334877,68885,1334877,68885,13.34877,0.68885
"Laclede County, Missouri",35488,123603,110.1,1591,0.310245717,312922,5523,312922,5523,3.12922,0.05523
"Lafayette County, Arkansas",7051,52317,46.4,1592,0.658062686,49014,856,49014,856,0.49014,0.00856
"Lafayette County, Florida",8684,43044,30.7,1593,0.353523722,259163,3235,259163,3235,2.59163,0.03235
"Lafayette County, Mississippi",52744,255147,286.8,1594,0.543758532,662590,12119,662590,12119,6.6259,0.12119
"Lafayette County, Missouri",32655,191311,86,1595,0.263359363,261683,5123,261683,5123,2.61683,0.05123
"Lafayette County, Wisconsin",16755,135783,52.1,1596,0.310951955,171209,624,171209,624,1.71209,0.00624
"Lafayette Parish, Louisiana",238230,1226873,790.9,1597,0.331990094,,,,,,
"Lafourche Parish, Louisiana",98112,590730,383,1598,0.390370189,,,,,,
"Lajas Municipio, Puerto Rico",23893,35930,306.3,1599,1.281965429,,,,,,
"Lake County, California",64095,339834,362.2,1600,0.565098682,245767,3562,245767,3562,2.45767,0.03562
"Lake County, Colorado",7481,54750,27.1,1601,0.362251036,56913,0,56913,0,0.56913,0
"Lake County, Florida",326215,1458673,806.3,1602,0.247168279,2499693,52746,2499693,52746,24.99693,0.52746
"Lake County, Illinois",704476,6683170,1394.8,1603,0.197991131,7389721,163709,7389721,163709,73.89721,1.63709
"Lake County, Indiana",488694,2782835,2584.3,1604,0.528817624,5466338,120756,5466338,120756,54.66338,1.20756
"Lake County, Michigan",11669,73641,100.4,1605,0.860399349,33413,816,33413,816,0.33413,0.00816
"Lake County, Minnesota",10578,94748,28.6,1606,0.270372471,62211,1222,62211,1222,0.62211,0.01222
"Lake County, Montana",29518,205395,158.7,1607,0.537638051,183527,1990,183527,1990,1.83527,0.0199
"Lake County, Ohio",229701,1819665,487.4,1608,0.212188889,1476503,19815,1476503,19815,14.76503,0.19815
"Lake County, Oregon",7807,42243,38.4,1609,0.491866274,25357,348,25357,348,0.25357,0.00348
"Lake County, South Dakota",12350,106164,36.2,1610,0.293117409,125396,2146,125396,2146,1.25396,0.02146
"Lake County, Tennessee",7588,33383,59.8,1611,0.788086452,286539,1686,286539,1686,2.86539,0.01686
"Lake and Peninsula Borough, Alaska",1301,23434,16.5,1612,1.268255188,,,,,,
"Lake of the Woods County, Minnesota",3841,48514,17.3,1613,0.450403541,18042,171,18042,171,0.18042,0.00171
"Lamar County, Alabama",14021,63831,68.7,1614,0.489979317,144185,2061,144185,2061,1.44185,0.02061
"Lamar County, Georgia",18282,60064,63.4,1615,0.346789192,172617,5526,172617,5526,1.72617,0.05526
"Lamar County, Mississippi",60517,219541,135,1616,0.223077813,637461,9797,637461,9797,6.37461,0.09797
"Lamar County, Texas",49401,268245,235.1,1617,0.475901298,551265,14208,551265,14208,5.51265,0.14208
"Lamb County, Texas",13368,110654,95.1,1618,0.711400359,196608,8487,196608,8487,1.96608,0.08487
"Lamoille County, Vermont",25191,214065,95,1619,0.377118812,34646,344,34646,344,0.34646,0.00344
"Lampasas County, Texas",20473,131811,61.9,1620,0.302349436,115896,2296,115896,2296,1.15896,0.02296
"Lancaster County, Nebraska",306357,2197643,1083.2,1621,0.353574425,3000591,18463,3000591,18463,30.00591,0.18463
"Lancaster County, Pennsylvania",536494,2823871,1121.7,1622,0.209079691,4003180,152143,4003180,152143,40.0318,1.52143
"Lancaster County, South Carolina",86544,325771,256,1623,0.295803291,812942,14789,812942,14789,8.12942,0.14789
"Lancaster County, Virginia",10848,101038,33,1624,0.30420354,53176,270,53176,270,0.53176,0.0027
"Lander County, Nevada",5887,30256,13.2,1625,0.224222864,45330,817,45330,817,0.4533,0.00817
"Lane County, Kansas",1702,29768,10.7,1626,0.62867215,13738,433,13738,433,0.13738,0.00433
"Lane County, Oregon",363471,2368975,1593.5,1627,0.438411868,850956,10372,850956,10372,8.50956,0.10372
"Langlade County, Wisconsin",19190,153416,85.6,1628,0.446065659,226817,4370,226817,4370,2.26817,0.0437
"Lanier County, Georgia",10388,36442,57.7,1629,0.555448595,93327,1854,93327,1854,0.93327,0.01854
"Lapeer County, Michigan",88205,610550,235.4,1630,0.266878295,565230,17919,565230,17919,5.6523,0.17919
"Laramie County, Wyoming",97031,632355,205.5,1631,0.211787985,794614,6623,794614,6623,7.94614,0.06623
"Lares Municipio, Puerto Rico",27321,65969,458.1,1632,1.676732184,,,,,,
"Larimer County, Colorado",330976,2461754,1099.2,1633,0.332108673,1817993,21805,1817993,21805,18.17993,0.21805
"Larue County, Kentucky",14102,86234,56.2,1634,0.398525032,104671,660,104671,660,1.04671,0.0066
"Las Animas County, Colorado",14151,145897,99.6,1635,0.703837185,64001,605,64001,605,0.64001,0.00605
"Las Marías Municipio, Puerto Rico",8874,20986,175.7,1636,1.979941402,,,,,,
"Las Piedras Municipio, Puerto Rico",38253,60978,280.2,1637,0.732491569,,,,,,
"Lassen County, California",31470,221484,150.7,1638,0.478868764,493894,1007,493894,1007,4.93894,0.01007
"Latah County, Idaho",38697,175638,142.6,1639,0.368504018,267900,458,267900,458,2.679,0.00458
"Latimer County, Oklahoma",10621,73314,54.1,1640,0.509368233,69876,878,69876,878,0.69876,0.00878
"Lauderdale County, Alabama",92590,515997,444.7,1641,0.480289448,849873,13290,849873,13290,8.49873,0.1329
"Lauderdale County, Mississippi",78221,406597,475.4,1642,0.607765178,792206,36287,792206,36287,7.92206,0.36287
"Lauderdale County, Tennessee",26497,160870,196.1,1643,0.740083783,373036,4627,373036,4627,3.73036,0.04627
"Laurel County, Kentucky",59901,272304,306.7,1644,0.512011486,489018,2443,489018,2443,4.89018,0.02443
"Laurens County, Georgia",47451,264070,357.9,1645,0.754251754,581593,18932,581593,18932,5.81593,0.18932
"Laurens County, South Carolina",66508,358478,346.5,1646,0.520989956,599994,15965,599994,15965,5.99994,0.15965
"Lavaca County, Texas",19859,178669,63.1,1647,0.317740067,278266,8863,278266,8863,2.78266,0.08863
"Lawrence County, Alabama",33288,202226,145.6,1648,0.437394857,275702,6858,275702,6858,2.75702,0.06858
"Lawrence County, Arkansas",16777,113803,117.5,1649,0.700363593,215368,5604,215368,5604,2.15368,0.05604
"Lawrence County, Illinois",16457,111975,83.4,1650,0.506775232,197982,2706,197982,2706,1.97982,0.02706
"Lawrence County, Indiana",45669,247661,127.3,1651,0.278744882,395369,13037,395369,13037,3.95369,0.13037
"Lawrence County, Kentucky",15844,95141,121.2,1652,0.764958344,86415,600,86415,600,0.86415,0.006
"Lawrence County, Mississippi",12659,65813,57.9,1653,0.4573821,152088,2935,152088,2935,1.52088,0.02935
"Lawrence County, Missouri",38131,146056,119.8,1654,0.314180063,300813,6004,300813,6004,3.00813,0.06004
"Lawrence County, Ohio",61057,353316,307.2,1655,0.503136414,428490,6762,428490,6762,4.2849,0.06762
"Lawrence County, Pennsylvania",88231,708742,460.9,1656,0.522378756,481957,15548,481957,15548,4.81957,0.15548
"Lawrence County, South Dakota",25018,140902,63.7,1657,0.254616676,293506,3403,293506,3403,2.93506,0.03403
"Lawrence County, Tennessee",42591,223540,180.8,1658,0.424502829,546395,7260,546395,7260,5.46395,0.0726
"Le Flore County, Oklahoma",49860,240617,276.7,1659,0.554953871,482605,4785,482605,4785,4.82605,0.04785
"Le Sueur County, Minnesota",27810,186205,54.7,1660,0.196691837,243542,1870,243542,1870,2.43542,0.0187
"Lea County, New Mexico",69505,447338,273.9,1661,0.394072369,822551,10788,822551,10788,8.22551,0.10788
"Leake County, Mississippi",22936,92804,122,1662,0.531914894,345135,10495,345135,10495,3.45135,0.10495
"Leavenworth County, Kansas",79359,480573,163,1663,0.205395733,827751,5865,827751,5865,8.27751,0.05865
"Lebanon County, Pennsylvania",137616,857354,334.7,1664,0.243212998,1223972,26449,1223972,26449,12.23972,0.26449
"Lee County, Alabama",156597,677069,715.6,1665,0.456969163,1730631,18783,1730631,18783,17.30631,0.18783
"Lee County, Arkansas",9614,63653,101.5,1666,1.055752028,287804,4257,287804,4257,2.87804,0.04257
"Lee County, Florida",700165,5529664,2369,1667,0.338348818,6770388,129306,6770388,129306,67.70388,1.29306
"Lee County, Georgia",29216,136576,68.2,1668,0.233433735,283610,8844,283610,8844,2.8361,0.08844
"Lee County, Illinois",34670,261109,106.4,1669,0.306893568,318498,6217,318498,6217,3.18498,0.06217
"Lee County, Iowa",34785,266277,195.3,1670,0.5614489,347388,3656,347388,3656,3.47388,0.03656
"Lee County, Kentucky",6717,47482,98.6,1671,1.467917225,107006,1811,107006,1811,1.07006,0.01811
"Lee County, Mississippi",84840,417798,325.9,1672,0.384134842,1062010,20298,1062010,20298,10.6201,0.20298
"Lee County, North Carolina",59805,302940,236.1,1673,0.394783045,601994,6405,601994,6405,6.01994,0.06405
"Lee County, South Carolina",17897,105042,161.8,1674,0.904062133,221000,9522,221000,9522,2.21,0.09522
"Lee County, Texas",16850,111114,51,1675,0.302670623,124923,4285,124923,4285,1.24923,0.04285
"Lee County, Virginia",24428,110929,157.8,1676,0.645980023,187093,3254,187093,3254,1.87093,0.03254
"Leelanau County, Michigan",21564,236170,46.7,1677,0.216564645,75737,844,75737,844,0.75737,0.00844
"Leflore County, Mississippi",30113,123419,315.7,1678,1.048384419,448610,22299,448610,22299,4.4861,0.22299
"Lehigh County, Pennsylvania",360774,2289538,1068.4,1679,0.296141074,3046833,113612,3046833,113612,30.46833,1.13612
"Lemhi County, Idaho",7755,67812,50,1680,0.644745326,59127,882,59127,882,0.59127,0.00882
"Lenawee County, Michigan",98585,588353,334.5,1681,0.339301111,779901,9972,779901,9972,7.79901,0.09972
"Lenoir County, North Carolina",57934,319901,406.3,1682,0.70131529,478479,10811,478479,10811,4.78479,0.10811
"Leon County, Florida",285890,1906856,1564.2,1683,0.547133513,3129745,26201,3129745,26201,31.29745,0.26201
"Leon County, Texas",16966,85241,47,1684,0.277024638,112538,3107,112538,3107,1.12538,0.03107
"Leslie County, Kentucky",10648,45449,107.4,1685,1.00864012,58102,160,58102,160,0.58102,0.0016
"Letcher County, Kentucky",23011,127462,209.5,1686,0.91043414,123589,732,123589,732,1.23589,0.00732
"Levy County, Florida",39713,195464,205.1,1687,0.516455569,314300,2917,314300,2917,3.143,0.02917
"Lewis County, Idaho",3824,67982,47.3,1688,1.236924686,34575,599,34575,599,0.34575,0.00599
"Lewis County, Kentucky",13565,78622,103.8,1689,0.765204571,100495,3636,100495,3636,1.00495,0.03636
"Lewis County, Missouri",10078,90175,60.1,1690,0.596348482,66132,563,66132,563,0.66132,0.00563
"Lewis County, New York",26845,177755,98.3,1691,0.366176197,114619,2176,114619,2176,1.14619,0.02176
"Lewis County, Tennessee",11944,40604,43.1,1692,0.360850636,135956,2067,135956,2067,1.35956,0.02067
"Lewis County, Washington",76012,476924,328.9,1693,0.432694838,292888,3848,292888,3848,2.92888,0.03848
"Lewis County, West Virginia",16371,106705,99.5,1694,0.607782054,63004,963,63004,963,0.63004,0.00963
"Lewis and Clark County, Montana",66290,438974,160.1,1695,0.241514557,507103,4164,507103,4164,5.07103,0.04164
"Lexington County, South Carolina",281870,2157336,973.8,1696,0.345478412,2705982,50661,2705982,50661,27.05982,0.50661
"Lexington city, Virginia",7113,16668,21.4,1697,0.300857585,,,,,,
"Liberty County, Florida",8347,37371,31.1,1698,0.372588954,149899,2305,149899,2305,1.49899,0.02305
"Liberty County, Georgia",62120,295372,237.2,1699,0.381841597,335821,5434,335821,5434,3.35821,0.05434
