County,TotalPop,IncomePerCap,Poverty,Id,%Poverty,cases,deaths,TotalCases,TotalDeaths,TotalCasesper100k,TotalDeathsper100k
"Sutter County, California",95583,539239,342.7,2809,0.35853656,795342,6898,795342,6898,7.95342,0.06898
"Sutton County, Texas",3894,31603,6.5,2810,0.166923472,44841,806,44841,806,0.44841,0.00806
"Suwannee County, Florida",43814,148495,150.2,2811,0.3428128,713515,18610,713515,18610,7.13515,0.1861
"Swain County, North Carolina",14208,84171,82.3,2812,0.579251126,94925,1227,94925,1227,0.94925,0.01227
"Sweet Grass County, Montana",3646,28065,10.4,2813,0.285244103,34737,684,34737,684,0.34737,0.00684
"Sweetwater County, Wyoming",44527,394777,140.3,2814,0.315089721,323730,2239,323730,2239,3.2373,0.02239
"Swift County, Minnesota",9448,119987,46.2,2815,0.488992379,90412,1577,90412,1577,0.90412,0.01577
"Swisher County, Texas",7541,59735,56.6,2816,0.750563586,70146,1600,70146,1600,0.70146,0.016
"Switzerland County, Indiana",10617,65213,56.3,2817,0.530281624,61023,503,61023,503,0.61023,0.00503
"Talbot County, Georgia",6423,63754,51.4,2818,0.800249105,55603,1811,55603,1811,0.55603,0.01811
"Talbot County, Maryland",37461,461400,96.6,2819,0.257868183,193242,2168,193242,2168,1.93242,0.02168
"Taliaferro County, Georgia",1844,17939,31,2820,1.681127983,9373,3,9373,3,0.09373,0.00003
"Talladega County, Alabama",80888,457622,443.2,2821,0.547918109,772082,12170,772082,12170,7.72082,0.1217
"Tallahatchie County, Mississippi",14552,62932,116.6,2822,0.801264431,213564,5358,213564,5358,2.13564,0.05358
"Tallapoosa County, Alabama",40756,225879,216.4,2823,0.530964766,421607,25209,421607,25209,4.21607,0.25209
"Tama County, Iowa",17236,164306,69,2824,0.400324901,296980,11140,296980,11140,2.9698,0.1114
"Taney County, Missouri",54308,226055,168.4,2825,0.310083229,504324,8115,504324,8115,5.04324,0.08115
"Tangipahoa Parish, Louisiana",128850,450278,474.6,2826,0.368335274,,,,,,
"Taos County, New Mexico",32809,135429,143.3,2827,0.436770398,134480,3917,134480,3917,1.3448,0.03917
"Tarrant County, Texas",1983675,10805236,5387.4,2828,0.271586827,22136358,253069,22136358,253069,221.36358,2.53069
"Tate County, Mississippi",28333,105539,105.2,2829,0.371298486,358632,9977,358632,9977,3.58632,0.09977
"Tattnall County, Georgia",25402,89666,120.1,2830,0.472797418,248732,4758,248732,4758,2.48732,0.04758
"Taylor County, Florida",22350,71295,65.3,2831,0.292170022,343763,3977,343763,3977,3.43763,0.03977
"Taylor County, Georgia",8267,55187,78.6,2832,0.950768114,78618,2709,78618,2709,0.78618,0.02709
"Taylor County, Iowa",6214,83353,32.6,2833,0.524621822,76097,871,76097,871,0.76097,0.00871
"Taylor County, Kentucky",25406,102622,117.1,2834,0.460914745,217805,2675,217805,2675,2.17805,0.02675
"Taylor County, Texas",135371,860737,700.3,2835,0.517319071,1512908,27326,1512908,27326,15.12908,0.27326
"Taylor County, West Virginia",16977,93170,63,2836,0.371090299,83758,1856,83758,1856,0.83758,0.01856
"Taylor County, Wisconsin",20344,156932,66.4,2837,0.326386158,195439,2480,195439,2480,1.95439,0.0248
"Tazewell County, Illinois",134695,949539,252,2838,0.18708935,1196372,22557,1196372,22557,11.96372,0.22557
"Tazewell County, Virginia",42689,258055,180.6,2839,0.423059805,249634,2187,249634,2187,2.49634,0.02187
"Tehama County, California",63247,253917,221.9,2840,0.35084668,366874,4266,366874,4266,3.66874,0.04266
"Telfair County, Georgia",16339,54034,63.5,2841,0.388640676,140954,5776,140954,5776,1.40954,0.05776
"Teller County, Colorado",23769,196256,52.6,2842,0.221296647,117867,1528,117867,1528,1.17867,0.01528
"Tensas Parish, Louisiana",4771,50331,106.1,2843,2.223852442,,,,,,
"Terrebonne Parish, Louisiana",113067,480699,429.1,2844,0.379509494,,,,,,
"Terrell County, Georgia",8978,74041,129.5,2845,1.442414792,116524,9556,116524,9556,1.16524,0.09556
"Terrell County, Texas",721,21204,17.1,2846,2.371705964,5833,116,5833,116,0.05833,0.00116
"Terry County, Texas",12755,60962,51.5,2847,0.40376323,166896,4354,166896,4354,1.66896,0.04354
"Teton County, Idaho",10776,28004,8.3,2848,0.077023014,98439,351,98439,351,0.98439,0.00351
"Teton County, Montana",6040,80846,29.8,2849,0.493377483,35086,414,35086,414,0.35086,0.00414
"Teton County, Wyoming",22923,190825,30.2,2850,0.131745409,305376,617,305376,617,3.05376,0.00617
"Texas County, Missouri",25714,71902,100.6,2851,0.391226569,160761,1737,160761,1737,1.60761,0.01737
"Texas County, Oklahoma",21409,116139,79.4,2852,0.370872063,520282,3064,520282,3064,5.20282,0.03064
"Thayer County, Nebraska",5133,62311,22,2853,0.42859926,41040,246,41040,246,0.4104,0.00246
"Thomas County, Georgia",44909,260900,223.5,2854,0.497673072,493446,18193,493446,18193,4.93446,0.18193
"Thomas County, Kansas",7847,55550,21.6,2855,0.275264432,107931,830,107931,830,1.07931,0.0083
"Thomas County, Nebraska",643,29243,12.4,2856,1.928460342,5102,26,5102,26,0.05102,0.00026
"Throckmorton County, Texas",1541,27732,17.1,2857,1.109669046,5974,512,5974,512,0.05974,0.00512
"Thurston County, Nebraska",7055,38533,60.4,2858,0.856130404,103404,1268,103404,1268,1.03404,0.01268
"Thurston County, Washington",269885,1592040,587.6,2859,0.217722363,645214,8255,645214,8255,6.45214,0.08255
"Tift County, Georgia",40531,197120,233.5,2860,0.576102243,591615,16484,591615,16484,5.91615,0.16484
"Tillamook County, Oregon",25840,206446,123.5,2861,0.477941176,34370,92,34370,92,0.3437,0.00092
"Tillman County, Oklahoma",7591,108709,105.7,2862,1.392438414,66191,1227,66191,1227,0.66191,0.01227
"Tioga County, New York",49322,298161,115.4,2863,0.233972669,229983,9367,229983,9367,2.29983,0.09367
"Tioga County, Pennsylvania",41550,253888,131.1,2864,0.315523466,188281,6303,188281,6303,1.88281,0.06303
"Tippah County, Mississippi",21993,75013,98.8,2865,0.449233847,280526,7351,280526,7351,2.80526,0.07351
"Tippecanoe County, Indiana",186081,911515,825.7,2866,0.443731493,1771942,11887,1771942,11887,17.71942,0.11887
"Tipton County, Indiana",15290,116738,36.3,2867,0.237410072,131877,5963,131877,5963,1.31877,0.05963
"Tipton County, Tennessee",61434,325517,204.5,2868,0.33287756,766534,8158,766534,8158,7.66534,0.08158
"Tishomingo County, Mississippi",19476,79959,80.8,2869,0.414869583,232850,8570,232850,8570,2.3285,0.0857
"Titus County, Texas",32664,157324,152.7,2870,0.467487142,474996,8353,474996,8353,4.74996,0.08353
"Toa Alta Municipio, Puerto Rico",74169,178032,413.4,2871,0.557375723,,,,,,
"Toa Baja Municipio, Puerto Rico",81905,302382,901.3,2872,1.10042122,,,,,,
"Todd County, Kentucky",12377,81679,81.3,2873,0.656863537,90480,2283,90480,2283,0.9048,0.02283
"Todd County, Minnesota",24423,203234,100.8,2874,0.412725709,302381,2788,302381,2788,3.02381,0.02788
"Todd County, South Dakota",10016,22918,103.4,2875,1.032348243,134793,2558,134793,2558,1.34793,0.02558
"Tolland County, Connecticut",151596,1102704,239.2,2876,0.157787804,731003,24057,731003,24057,7.31003,0.24057
"Tom Green County, Texas",116906,640258,322.6,2877,0.275948198,1695719,24142,1695719,24142,16.95719,0.24142
"Tompkins County, New York",104415,662256,535.8,2878,0.513144663,273779,1950,273779,1950,2.73779,0.0195
"Tooele County, Utah",63357,238632,87.3,2879,0.137790615,575664,1683,575664,1683,5.75664,0.01683
"Toole County, Montana",5031,69622,29.6,2880,0.588352216,86186,2173,86186,2173,0.86186,0.02173
"Toombs County, Georgia",27160,126071,147.1,2881,0.541605302,384336,11871,384336,11871,3.84336,0.11871
"Torrance County, New Mexico",15534,76987,108.5,2882,0.698467877,69480,774,69480,774,0.6948,0.00774
"Towner County, North Dakota",2258,36099,12.4,2883,0.549158547,30273,1131,30273,1131,0.30273,0.01131
"Towns County, Georgia",11173,68815,42.6,2884,0.381276291,116446,4534,116446,4534,1.16446,0.04534
"Traill County, North Dakota",8050,130184,25.8,2885,0.320496894,104669,1688,104669,1688,1.04669,0.01688
"Transylvania County, North Carolina",33291,188975,106,2886,0.318404374,141219,1934,141219,1934,1.41219,0.01934
"Traverse County, Minnesota",3357,59944,22.2,2887,0.661304736,25600,239,25600,239,0.256,0.00239
"Travis County, Texas",1176584,8638893,3303,2888,0.280727938,9039382,113188,9039382,113188,90.39382,1.13188
"Treasure County, Montana",790,22880,17,2889,2.151898734,5161,120,5161,120,0.05161,0.0012
"Trego County, Kansas",2899,33233,4.8,2890,0.165574336,35893,519,35893,519,0.35893,0.00519
"Trempealeau County, Wisconsin",29510,211833,73.5,2891,0.249068113,373805,3081,373805,3081,3.73805,0.03081
"Treutlen County, Georgia",6752,40029,37.3,2892,0.55242891,84354,2521,84354,2521,0.84354,0.02521
"Trigg County, Kentucky",14286,85924,141.9,2893,0.993280134,87923,368,87923,368,0.87923,0.00368
"Trimble County, Kentucky",8697,54546,29.9,2894,0.343796712,45058,132,45058,132,0.45058,0.00132
"Trinity County, California",13037,112669,110.5,2895,0.847587635,23945,275,23945,275,0.23945,0.00275
"Trinity County, Texas",14481,100227,96.6,2896,0.667081003,63365,1852,63365,1852,0.63365,0.01852
"Tripp County, South Dakota",5480,55962,39.1,2897,0.71350365,74289,1133,74289,1133,0.74289,0.01133
"Troup County, Georgia",69433,314474,292.8,2898,0.421701496,912348,26010,912348,26010,9.12348,0.2601
"Trousdale County, Tennessee",8773,44823,26,2899,0.296363844,522225,2580,522225,2580,5.22225,0.0258
"Trujillo Alto Municipio, Puerto Rico",69478,237889,459,2900,0.660640778,,,,,,
"Trumbull County, Ohio",203341,1352571,1043.8,2901,0.513324907,1299866,44697,1299866,44697,12.99866,0.44697
"Tucker County, West Virginia",7035,67703,45.2,2902,0.642501777,35587,319,35587,319,0.35587,0.00319
"Tulare County, California",458809,1466595,2161,2903,0.471002095,5275979,81241,5275979,81241,52.75979,0.81241
"Tulsa County, Oklahoma",637123,5164889,3022.1,2904,0.474335411,6920826,65338,6920826,65338,69.20826,0.65338
"Tunica County, Mississippi",10276,36557,54.9,2905,0.534254574,134240,3703,134240,3703,1.3424,0.03703
"Tuolumne County, California",53899,326768,141.8,2906,0.263084658,279450,3221,279450,3221,2.7945,0.03221
"Turner County, Georgia",8036,41315,55.6,2907,0.691886511,115985,6322,115985,6322,1.15985,0.06322
"Turner County, South Dakota",8242,55691,21.1,2908,0.256005824,119235,5219,119235,5219,1.19235,0.05219
"Tuscaloosa County, Alabama",204424,1140453,979.8,2909,0.47929793,2769278,38593,2769278,38593,27.69278,0.38593
"Tuscarawas County, Ohio",92531,518941,298.4,2910,0.322486518,739781,16787,739781,16787,7.39781,0.16787
"Tuscola County, Michigan",53569,309087,207,2911,0.386417518,323613,14987,323613,14987,3.23613,0.14987
"Twiggs County, Georgia",8323,34837,55.4,2912,0.665625375,64186,2994,64186,2994,0.64186,0.02994
"Twin Falls County, Idaho",82248,321732,201.1,2913,0.244504426,1106476,17209,1106476,17209,11.06476,0.17209
"Tyler County, Texas",21456,113602,79.4,2914,0.370059657,104075,1863,104075,1863,1.04075,0.01863
"Tyler County, West Virginia",8949,72576,49.9,2915,0.557604202,39762,228,39762,228,0.39762,0.00228
"Tyrrell County, North Carolina",4090,17736,26.8,2916,0.655256724,33557,679,33557,679,0.33557,0.00679
"Uinta County, Wyoming",20758,81258,44.2,2917,0.212929955,200783,1037,200783,1037,2.00783,0.01037
"Uintah County, Utah",36343,148657,69.8,2918,0.192058993,142702,952,142702,952,1.42702,0.00952
"Ulster County, New York",180129,1536352,603.8,2919,0.335204215,1028640,27951,1028640,27951,10.2864,0.27951
"Umatilla County, Oregon",76736,348007,247.8,2920,0.322925354,933975,10661,933975,10661,9.33975,0.10661
"Unicoi County, Tennessee",17830,87235,78.2,2921,0.438586652,171027,3928,171027,3928,1.71027,0.03928
"Union County, Arkansas",40022,231621,211.7,2922,0.528959073,356816,11940,356816,11940,3.56816,0.1194
"Union County, Florida",15300,40574,64.2,2923,0.419607843,236927,8542,236927,8542,2.36927,0.08542
"Union County, Georgia",22262,164937,81.5,2924,0.366094691,224384,6635,224384,6635,2.24384,0.06635
"Union County, Illinois",17267,121640,82.8,2925,0.479527422,240183,6812,240183,6812,2.40183,0.06812
"Union County, Indiana",7225,45090,16,2926,0.221453287,64747,407,64747,407,0.64747,0.00407
"Union County, Iowa",12497,105141,49.1,2927,0.392894295,116712,2116,116712,2116,1.16712,0.02116
"Union County, Kentucky",14915,90838,83,2928,0.556486758,128755,1200,128755,1200,1.28755,0.012
"Union County, Mississippi",28202,116955,111.1,2929,0.393943692,396584,7579,396584,7579,3.96584,0.07579
"Union County, New Jersey",557320,4002212,1160.3,2930,0.20819278,7590413,411473,7590413,411473,75.90413,4.11473
"Union County, New Mexico",4216,23180,14.2,2931,0.336812144,36091,846,36091,846,0.36091,0.00846
"Union County, North Carolina",222095,1313720,397,2932,0.178752336,1908461,19313,1908461,19313,19.08461,0.19313
"Union County, Ohio",54688,339987,71.2,2933,0.130193095,417896,2488,417896,2488,4.17896,0.02488
"Union County, Oregon",25810,212071,139.4,2934,0.540100736,161223,1533,161223,1533,1.61223,0.01533
"Union County, Pennsylvania",45056,223510,73.2,2935,0.162464489,359675,5196,359675,5196,3.59675,0.05196
"Union County, South Carolina",27772,195010,170.2,2936,0.612847472,233305,5603,233305,5603,2.33305,0.05603
"Union County, South Dakota",14929,104640,22.3,2937,0.149373702,215058,3891,215058,3891,2.15058,0.03891
"Union County, Tennessee",19176,83663,82.2,2938,0.428660826,155916,1734,155916,1734,1.55916,0.01734
"Union Parish, Louisiana",22537,124049,137.7,2939,0.610995252,,,,,,
"Upshur County, Texas",40506,166514,94.7,2940,0.233792525,229180,4326,229180,4326,2.2918,0.04326
"Upshur County, West Virginia",24604,128295,128.3,2941,0.521459925,113556,1272,113556,1272,1.13556,0.01272
"Upson County, Georgia",26241,141357,145.4,2942,0.554094737,354537,18682,354537,18682,3.54537,0.18682
"Upton County, Texas",3575,53623,31.8,2943,0.88951049,25796,885,25796,885,0.25796,0.00885
"Utah County, Utah",576496,2971108,1618.3,2944,0.280713136,8962360,29471,8962360,29471,89.6236,0.29471
"Utuado Municipio, Puerto Rico",30209,63539,437.2,2945,1.447250819,,,,,,
"Uvalde County, Texas",27015,97304,84.5,2946,0.312789191,296708,7335,296708,7335,2.96708,0.07335
"Val Verde County, Texas",48976,172259,200.5,2947,0.409384188,764445,26149,764445,26149,7.64445,0.26149
"Valdez-Cordova Census Area, Alaska",9439,104700,27.3,2948,0.289225554,,,,,,
"Valencia County, New Mexico",75845,368965,388.8,2949,0.512624431,569140,6481,569140,6481,5.6914,0.06481
"Valley County, Idaho",10104,86870,29.7,2950,0.293942993,61265,415,61265,415,0.61265,0.00415
"Valley County, Montana",7561,87705,21.9,2951,0.289644227,81129,909,81129,909,0.81129,0.00909
"Valley County, Nebraska",4252,54507,22.6,2952,0.531514581,29768,281,29768,281,0.29768,0.00281
"Van Buren County, Arkansas",16751,101665,97.2,2953,0.580263865,95974,1366,95974,1366,0.95974,0.01366
"Van Buren County, Iowa",7308,50383,26.6,2954,0.363984674,58587,1266,58587,1266,0.58587,0.01266
"Van Buren County, Michigan",75190,392743,244.5,2955,0.32517622,494252,9605,494252,9605,4.94252,0.09605
"Van Buren County, Tennessee",5675,41234,39.3,2956,0.692511013,69752,799,69752,799,0.69752,0.00799
"Van Wert County, Ohio",28262,226325,128.1,2957,0.453258793,183041,3711,183041,3711,1.83041,0.03711
"Van Zandt County, Texas",53607,249944,150.2,2958,0.280187289,344126,9058,344126,9058,3.44126,0.09058
"Vance County, North Carolina",44420,206100,252,2959,0.567312022,421848,13843,421848,13843,4.21848,0.13843
"Vanderburgh County, Indiana",181831,1188546,1061.1,2960,0.583563859,2013165,25707,2013165,25707,20.13165,0.25707
"Vega Alta Municipio, Puerto Rico",38589,67938,363.4,2961,0.941719143,,,,,,
"Vega Baja Municipio, Puerto Rico",54754,130797,572.6,2962,1.045768346,,,,,,
"Venango County, Pennsylvania",52880,396460,244.1,2963,0.461611195,235201,4436,235201,4436,2.35201,0.04436
"Ventura County, California",847834,6352805,1788.1,2964,0.210902134,5976669,54973,5976669,54973,59.76669,0.54973
"Vermilion County, Illinois",79207,561144,498.3,2965,0.629111063,717598,9668,717598,9668,7.17598,0.09668
"Vermilion Parish, Louisiana",59841,281311,224.4,2966,0.374993733,,,,,,
"Vermillion County, Indiana",15644,124566,61.7,2967,0.394400409,133733,2558,133733,2558,1.33733,0.02558
"Vernon County, Missouri",20665,134021,91.2,2968,0.441325913,124609,2169,124609,2169,1.24609,0.02169
"Vernon County, Wisconsin",30378,176299,117.2,2969,0.385805517,180409,2627,180409,2627,1.80409,0.02627
"Vernon Parish, Louisiana",51906,269097,183.4,2970,0.353331021,,,,,,
"Victoria County, Texas",91518,608673,358.9,2971,0.39216329,1103264,22351,1103264,22351,11.03264,0.22351
"Vieques Municipio, Puerto Rico",8931,22266,73.9,2972,0.827454932,,,,,,
"Vigo County, Indiana",107723,597683,650.8,2973,0.604142105,1109974,19234,1109974,19234,11.09974,0.19234
"Vilas County, Wisconsin",21465,146651,78.2,2974,0.364314,198772,2685,198772,2685,1.98772,0.02685
"Villalba Municipio, Puerto Rico",23659,65264,295.8,2975,1.25026417,,,,,,
"Vinton County, Ohio",13142,59140,63.3,2976,0.481661848,59931,1459,59931,1459,0.59931,0.01459
"Virginia Beach city, Virginia",450057,3507862,787.4,2977,0.174955617,,,,,,
"Volusia County, Florida",518660,2977242,1885.5,2978,0.36353295,3653237,74913,3653237,74913,36.53237,0.74913
"Wabash County, Illinois",11568,100220,52.1,2979,0.45038036,113757,1441,113757,1441,1.13757,0.01441
"Wabash County, Indiana",31848,200238,106,2980,0.332830947,295210,5180,295210,5180,2.9521,0.0518
"Wabasha County, Minnesota",21490,192995,38,2981,0.176826431,171666,226,171666,226,1.71666,0.00226
"Wabaunsee County, Kansas",6918,51905,11,2982,0.159005493,55855,758,55855,758,0.55855,0.00758
"Wadena County, Minnesota",13626,71986,45.4,2983,0.333186555,118488,1336,118488,1336,1.18488,0.01336
"Wagoner County, Oklahoma",76830,609036,224.2,2984,0.291813094,663577,9700,663577,9700,6.63577,0.097
"Wahkiakum County, Washington",4105,26964,13.9,2985,0.338611449,6170,0,6170,0,0.0617,0
"Wake County, North Carolina",1023811,7171584,1935,2986,0.188999727,7054368,65563,7054368,65563,70.54368,0.65563
"Wakulla County, Florida",31586,90644,53,2987,0.167795859,347193,3732,347193,3732,3.47193,0.03732
"Waldo County, Maine",39280,226569,113.3,2988,0.288441955,53251,4615,53251,4615,0.53251,0.04615
"Walker County, Alabama",64927,368814,390.8,2989,0.601906757,807116,25417,807116,25417,8.07116,0.25417
"Walker County, Georgia",68609,305603,223.6,2990,0.325904765,594661,9839,594661,9839,5.94661,0.09839
"Walker County, Texas",70818,176329,241.9,2991,0.341579824,1137114,16494,1137114,16494,11.37114,0.16494
"Walla Walla County, Washington",59862,299673,179.3,2992,0.299522234,454393,4649,454393,4649,4.54393,0.04649
"Wallace County, Kansas",1591,29931,10.6,2993,0.666247643,18237,0,18237,0,0.18237,0
"Waller County, Texas",48443,138303,84.6,2994,0.174638235,307826,3676,307826,3676,3.07826,0.03676
"Wallowa County, Oregon",6864,80829,43.2,2995,0.629370629,13017,449,13017,449,0.13017,0.00449
"Walsh County, North Dakota",10920,185990,60,2996,0.549450549,191103,2098,191103,2098,1.91103,0.02098
